titre_normalise,frequence
fod - vis semees entre l21 et parif 17,1
acft mal positionne en k31,1
fod en c41,1
fuite hydraulique d'un a320 en c61,1
balisage travaux endommage en l21,1
fod sur j15,1
fod sur a8,1
collision tracma - avion en n24,1
deformation enrobe en b92,1
accrochage chariot bagages avec aeronef,1
un lievre ecrase sur 36l,1
graviers en j14 et j16,1
non respect des procedures de repoussage en j16,1
avion mal positionne j13,1
fod sur piste 36l.,1
choc avion l11,1
veille: fuite de carburant a l'atterrissage,1
collision avion - tapis bagage,1
deconnection barre de push pendant le repoussage en b83,1
non respect des procedures de depart en e15,1
accrochade rambarde escalier atr.,1
refus de priorite avion en a32,1
non respect des procedures de depart e15.,1
pneu eclate pendant l'atterrissage.,1
non respect des procedures de depart en e13,1
fuite hydraulique en b73,1
gravier en a21,1
fuite sur tapis bagages b83.,1
perturbation du systeme de gestion des barres d'arret,1
quasi-collision avion - vehicule sslia en b14. refus de priorite,1
gpu trop proche de la connection avitaillement,1
non respect des procedures de depart (ac accord r.piste adl) en e15,1
debordement de kero en b91,1
avion mal positionne l19,1
non respect des procedures de depart en e11,1
pax fume pendant l'avitaillement en l15,1
effets de souffle en b61,1
fuite de kerozene en e15.,1
flaque de kerosene en b91,1
passerelles et materiel mal range a l'arrivee d'un vol - c81,1
non respect des procedures de depart - mike,1
graviers en b14,1
fod sur l17.,1
collision glissiere de securite - tracma en c62,1
bris de verre en c63,1
accrochage aile avion avec escabeau paxs,1
perte de communication automate balisage,1
graviers sur b16,1
passage tracma sous passerelle,1
refus de priorite vers d27,1
fuite hydraulique barre de push - a26/27,1
debut tractage sans autorisation,1
colision animale 36l,1
fuite de kerosene et d'huile sur les 2 moteurs en c21,1
tache d'huile sur b61,1
depart en autonome interdit en e13,1
gravier en b80,1
piece metallique sur aire de trafic,1
deversement en a27,1
fuite hydraulique vehicule sur b12,1
etat d'alerte - collision aviaire,1
fod aviaire 36l,1
balisage lumineux tl en panne,1
fod vers j39,1
repoussage non conforme en b63,1
tache d'huile en a24,1
parking souille par glycol en a24,1
refus de priorite avion en d21,1
probleme de mosquito - ev,1
defaillance avion antonov,1
cable 400hz non enroule en b63,1
defaillance de la commande de balisage,1
debordement de kerozene en l19,1
fod sur d27.,1
fod entre m11 et m13,1
bouchon avion eau potable.,1
dysfonctionnement systemes informatiques twr-cco,1
graviers en l15,1
non respect des indications de repoussage,1
refus de priorite en d27,1
cable 400hz endommage en b73,1
risques incendie - avitaillement,1
debut d'incendie depart 21,1
flyco indisponible pour evaluation de l'etat de la piste (pc neige),1
panne vehicule sur b14,1
quasi-collision avion - avitailleur. refus de priorite,1
deformation du sol en e17,1
co-activite: non respect des regles durant l'avitaillement,1
incursion man par 2 pietons en t/tm,1
plaques de verglas sur poste avion a32/33,1
placement avion sans placeur,1
fuite de kerosene a27,1
dommage 400hz b73,1
fuite de kerosene j35,1
feu sur leve-container en d21,1
fuite de kerosene l15.,1
repoussage et tractage sans autorisation en b83,1
lampes de balisage manquantes en 18l,1
sol glissant suite fuite de kerosene,1
quasi-collision entre 2 avions lors du repoussage en b61,1
casse de la barre de tractage et depart sans autorisation en b81,1
fuite vidange toilettes avion en b61,1
deversement de kerosene en n23,1
faible visibilite - risque de collision,1
fuite de kerosene n23,1
panne du reseau informatique sur l'aeroport,1
gta injoignable,1
debordement d'aile hangar sms,1
refus de priorite par berlingo blanc,1
marquage au sol - aire n,1
incursion de piste,1
graviers sur le poste d21,1
decollage sans autorisation de la twr,1
collision aviaire 36l.,1
panne moniteur lointain ils suite intervention dt adl,1
poiconnement important sur le parking e17,1
collision avion - avitailleur en l15,1
ecart de repoussage en a30 (lvp),1
effets de souffle ressenti en b18/b61,1
quasi-collision avion - avitailleur en b81 (occurrence2). refus de priorite,1
refus de priorite avion en b81 (occurrence1),1
fuite hydraulique d27,1
refus de priorite avion - vehicule balayeuse glycol,1
fuite kerosene sur avion.,1
probleme sigma (logiciel pca),1
patin de loader,1
pneus sur avion hs.,1
collision avion - barre de repoussage (ss dommages),1
etat d'alerte - probleme de volets + panne hydrolique,1
fuite hydraulique sur avion hop,1
fuite hydraulique sur avion easy-jet,1
encombrement ligne de guidage lors du repoussage,1
transpondeur aeronef eteint lors du roulage,1
etat d'alerte - bruit anormal sur train principal,1
messages d'alerte foudre,1
marquage en novembre,1
echauffement de train sur crj 1000,1
coupure telecommande de balisage,1
incursion tra par individu a pied,1
refus de priorite avion par vehicule nettoyage,1
fuite de liquide hydraulique,1
autorisation de repoussage non conforme en b71,1
autorisation d'atterrissage sur piste occupee,1
passerelle mal positionnee en b81,1
refus de priorite par vehicule en c41,1
probleme d'orientation d'un vehicule sur man,1
autorisation atterrissage sur piste occupee par le flyco,1
fod sur poste avion b92.,1
debris de verre sur 36r au niveau de b4,1
erreur de sens de repoussage en b63,1
defaillance balisage a9,1
repoussage non conforme en a24,1
affaissement du sol en l17,1
absence marquage roulette de nez c62.,1
impact foudre sur la twr et autour,1
foudre - coordination sna adl assistants,1
ornieres enrobe sur poste avion a23 - a24,1
debordement de kerosene en b91,1
enrobe endommage j32,1
fuite de kerosene en l19,1
fuite de kerozene l19,1
erreur de sens de repoussage,1
probleme d'antivirus sur la telecommande de balisage,1
etat d'alerte - panne electrique sur moteur droit,1
fod sur b92,1
fod sur tango 4.,1
declenchement sslia pour fumee a bord,1
fod sur n41,1
marshaller non present a l'arrivee de l'avion,1
mosquito non detecte a la twr,1
dysfonctionnement des barres d'arret,1
fuite hydraulique sur avion 36r,1
dysfonctionnement sslia,1
ppa injoignable,1
fuite de kerozene en c41,1
fod sur a4,1
fuite hydraulique sur loader d27,1
fuite hydraulique en d27,1
utilisation du telephone pendant l'avitaillement,1
quasi-collision entre 2 vehicules,1
fod sur piste 18l,1
manque de coordination temps reel - coupure electrique,1
dysfonctionnement mosquito ev9,1
encombrement zec par vehicules d'assistance,1
axiale ligne de guidage ta h.s,1
difficulte du pilote a s'orienter - td - c21,1
encombrement cheminement d'urgence essencier + risques incendie d22,1
refus de priorite avion.,1
pax qui fument et telephonent pendant l'avitaillement,1
etat d'alerte - feu de moteur,1
nouvelle denomination mal communiquee,1
convoyage d'un b777,1
choc passerelle c 21,1
non respect des degagements d'urgence pendant l'avitaillement,1
souffle sur batiment,1
confusion des indications du marquage au sol pour le pilote,1
etat d'alerte - fuite de kerosene moteur gauche,1
mauvais marquage au sol,1
etat d'alerte - fuite de kerozene,1
quasi-collision: passerelle non remise,1
fod - piece balayeuse degivrage,1
fumeur au t3,1
etat d'alerte - suspicion de crevaison,1
manque d'anticipation fermeture de piste,1
choc passerelle -avion en c81,1
etat d'alerte - choc avion en vol,1
pbm de coordination sslia - avitailleur,1
mosquito hs,1
balisage lumineux twy,1
fod sur mike,1
modification du poids des bagages,1
qrf vol af 1866,1
choc avion essencier,1
dysfonctionnement telecommande de balisage,1
refus de priorite en b10,1
refus de priorite avion par assistant en a21,1
perte d'une piece avion en vol ou au sol,1
escabeaux retires sans preavis,1
choc avion en d23,1
zec non liberee par personnel maintenance,1
collision help - avion,1
alignement et decollage sur balisage lateral piste 18r,1
formation d'un bloc de glace en vol,1
refus de priorite avion par avitailleur,1
fumee (degivrage) a bord en a23,1
fod sur b10,1
etat d'alerte - probleme moteur atr 42,1
degradation d'enrobe n3,1
probleme balisage axiale piste 36r,1
fuite kerozene b73.,1
visibilite marquage b,1
vidange toilette e15,1
refus de priorite avion par gta,1
fod - bache hangar lyon maintenance,1
avion roule sur la cale au depart,1
fod sur v8,1
fod entree de ta,1
marquage peu visible b12,1
fod devant lyon maintenance,1
deplacement avion cause vent fort,1
gros fod sur le parking kilo,1
balisage lumineux taxiway insuffisant (b6),1
confusion balisage lumineux bdgv,1
etat d'alerte - acceleration arret suite fausse indication de surchauffe,1
essencier stationne sur la voie de circulation vehicule pendant l'avitaillement,1
fod a proximite de ta,1
refus de priorite par vehicule,1
refus de priorite avion en b14,1
information etat de piste insuffisante pour le pilote,1
balisage lumineux defectueux r1.,1
barre d'arret a9 defaillante,1
degagement par v4 en lvp,1
"visibilite marquage en b12, 14, 16 en lvp",1
etat d'alerte - mirage 2000,1
deversement de kerozene d12,1
erreur de parking avion,1
quasi-collision avion - vehicules chantier. refus de priorite,1
coupure energie ana,1
manque de snowtam pendant le plan neige,1
panne de l'ils en 36r,1
crevaison pneus apres decollage sur piste contaminee 36l,1
crevaison pneu apres decollage sur piste contaminee 36l,1
gestion trafic au sol difficile suite panne des degivreuses,1
agriculteur injoignable en lvp,1
defaillance ecran de balisage a la twr,1
mauvais cheminement pax du a une erreur de stationnement avion,1
fod : bouchon de reservoir perdu sur piste 18r,1
mauvaise coordination apres travaux bdgv,1
panneau manquant sur train d'atterrissage,1
confusion b4/v4,1
verin du loader retrouve sur r3,1
collision vehicule - tensaguide en b93,1
perte d'un boulon du train d'atterrissage,1
collision aviaire sur la piste 18r,1
quasi-collision entre 2 avions,1
surchauffe moteur atr45,1
prise de photo av flash pendant avitaillement,1
probleme de balisage sur v8- b8,1
cable balisage coupe,1
fuite hydraulique avion18r,1
etat d'alerte - double panne hydraulique,1
etat d'alerte - probleme de pressurisation et degagement de fumee,1
pax fument pendant l'avitaillement,1
etat d'alerte - volets,1
erreur de sens de repoussage b73,1
erreur indication bdgv,1
pare brise avion fele,1
non respect des consignes de repoussage par assistant,1
balisage vert actif dans zone travaux,1
sppa pas joignable,1
non respect des instructions de repoussage par assistant,1
quasi-collision avion-vehicule en tc. refus de priorite,1
mauvais repoussage,1
erreur de repoussage l13,1
matieres dangereuses en soute,1
materiel mal range b63,1
balisage axial devisse sur 18l/36r,1
revetement 36r,1
fuite de kerozene,1
deversement de kerozene c81,1
fod su v6.,1
etat de veille - train d'atterrissage non rentre,1
erreur de frequence lys/lyn,1
retrait escabeau pendant avitaillement,1
depart non autorise k52.,1
pax fume pendant l'avitaillement j37,1
etat d'alerte - probleme anti-skid,1
probleme intervention balisage (croix de st andre),1
etat d'alerte - panne radio et radar,1
decollage sur piste fermee,1
etat d'alerte - train d'atterrissage bloque,1
confusion panneau b4,1
probleme marquage au sol tl,1
probleme avec ecrans de balisage,1
encombrement degagement d'urgence avitailleur,1
avitaillement sur voie de circulation,1
etat d'alerte - fumee dans soutes bagages,1
refus de priorite avion b738,1
incursion piste par pieton 36l,1
fod entre j15 et j13,1
non respect de procedures de repoussage,1
fod sur parking delta,1
passage du camion avitailleur pendant le fonctionnement mode hotel,1
traversee vehicule non autorisee pendant travaux,1
utilisation portable pendant avitaillement,1
mauvais positionnement avion en golf,1
fod sur voie de circulation vl au t2,1
deformation enrobe sur piste 18r,1
cle retrouvee en c81,1
souffle sur agent au repoussage r1,1
fuite de gasoil sur voie de circulation,1
etat d'alerte - probleme moteur,1
non respect des consignes de repoussage d22,1
panne de la barre d'arret a7,1
forte intensite de la croix de st andre 18l,1
perte morceau de pneu au decollage de lil,1
degradation satujos en b81,1
mauvais positionnement avitailleur a36,1
photos pendant avitaillement,1
utilisation du telephone/appareil photo pendant avitaillement,1
etat d'alerte - probleme instrument de vol,1
debordement de kerosene en k52,1
panne des croix de st andre,1
marquage peu visible c43,1
quasi-collision avec un vehicule sslia en t4. refus de priorite,1
erreur de repoussage c41,1
trappe gpu arrachee,1
mauvais positionnement avion en b91,1
fod - sac de detritus sur e11,1
repoussage non conforme d26,1
repoussage non conforme d21,1
refus de priorite avion sur l'aire alpha,1
quasi-collision entre 2 avions sur t,1
etat d'alerte - depressurisation de la cabine,1
fuite liquide hydraulique d21.,1
obstruction degagement d'urgence avitailleur,1
repoussage sans feux anti-collision a32,1
fod sur j19.,1
fod - pieces du train a340 perdues au roulage,1
collision passerelle - escabeau en c81,1
choc passerelle c81,1
fod en n13,1
pax fume pendant embarquement,1
pax fume pendant l'embarquement,1
etat d'alerte suite probleme technique a l'atterrissage,1
non respect des regles de repoussage a32,1
debordement de kerosene en a32,1
mauvais replacement de la passerelle apres utilisation,1
echauffement du train d'atterrissage,1
mauvais replacement de la passerelle apres utilisation b63,1
pas de perimetre securite pax,1
non respect du sens de repoussage en b12,1
fod en 36l,1
quasi-collision avion - passerelle en c83,1
deversement de kerosene c41,1
prise gpu arrachee,1
collision aviaire en 18l,1
fod sur k54,1
fod sur r4.,1
mauvais positionnement d'un b757,1
quasi-collision entre deux avions aux points de parking a30/a31,1
retour parking suite feu moteur,1
deversement de kerosene (600l environ) en c43,1
fod sur piste 18r,1
sortie de piste a321 18l,1
piece metalique sur a23,1
deversement de liquide hydraulique a7.,1
collision barre de push / avion en b16,1
fod sur parking bravo.,1
probleme d'eclairage sur nouvelle aire de parking delta,1
debarquement non securite en b16,1
quasi-collision entre 2 aeronefs en t3,1
un pax fume au pied de l'avion,1
informations sur piste contaminee imprecises,1
fod a21,1
mauvaise connexion gpu,1
fuite de kerozene m12,1
non respect des procedures de depart (droit iso push back),1
non respect des regles de repoussage en b61,1
materiel genant m12,1
erreur de repoussage en b61,1
repoussage non conforme en c63,1
erreur de repoussage en b62,1
parking condamne sans info twr,1
allumage des feux anti-collision,1
un vehicule roule sur le cable de masse de l'avitailleur,1
materiel genant b61,1
pax fume lors de l'embarquement,1
utilisation du telephone dans le perimetre avitaillement,1
materiel genant b83,1
faible eclairage de la manche a air,1
erreur seuil de piste lors de l'atterrissage,1
collision vehicule bagage / flexible avitailleur,1
defaillance feux a eclat 18l,1
materiel genant b43,1
erreur de repoussage tl,1
erreur de repoussage en c63,1
fod sur aire sslia,1
avitailleur mal positionne,1
non respect des regles de repoussage b63,1
erreur de repoussage c81,1
mauvaise visibilite du parking b92,1
fuite de kerozene j37,1
2 repoussages en simultanee en tj,1
declenchement accidentel du toboggan avion,1
non respect des procedures de repoussage b61,1
casse de la barre de push cause sol glissant,1
erreur d'affectation de parking,1
fod (chantier fox),1
quasi-collision avion-vehicule j15. refus de priorite,1
non respect des consignes de repoussage sur l'aire b,1
avitaillement sur la voie de circulation vehicule b10,1
erreur de repoussage bae 146 en b14,1
panne alarme barre d'arret,1
feux anti-collision pendant avitaillement,1
avitaillement sur voie de circulation vehicule b10,1
fuite de kerozene k52.,1
erreur d'affectation des postes avion,1
erreur immatriculation avion (identique),1
depart avion sans autorisation de l'agent au casque,1
pax qui fume pendant l'avitaillement,1
tapis bagage bloque le cheminement essencier,1
avitaillement sur voie de circulation vehicule c81,1
tapis bagage bloque le cheminement essencier en b14,1
panne balisage a2-a3,1
non respect des consignes de secu lors de l'avitaillement,1
photos avec flashs,1
pax au telephone + appareil photo,1
marquage au sol mal efface,1
les avitailleurs fument dans une zone non autorisee,1
erreur sens de repoussage en c82,1
fod en b10,1
materiel genant c41,1
materiel genant b61.,1
eclatement de pneu a l'atterrissage airlinair,1
fod b18.,1
materiel genant b72.,1
ballon d'helium a27.,1
materiels genants c43.,1
probleme de communication twr - asst/maintenance,1
fod en a26,1
depart droit non autorise e11,1
refus de priorite avion par vehicule en b81,1
fod - sac de gravier,1
fermeture tl sans coordination,1
stationnement interdit des avitailleurs au t3,1
mauvais placement avion en fox,1
collision animale a23,1
fod entre c21 et td,1
repoussage non conforme en c21,1
mauvais placement avion en c82,1
repoussage non conforme en c62,1
laser pointe sur avion en vol a deux reprise,1
fuite kerosene b93.,1
taches hydraulique 36l,1
debordement de kerosene sur f3,1
incursion piste du flyco,1
ingestion fod par reacteur,1
quasi-collision suite erreur de communication,1
mauvais placement e90 en e11,1
mauvais positionnement at7 en k33,1
deplacement palette en soute,1
fod sur a28,1
un tapis bagage a23,1
barres de repoussage c21,1
4 portes container genants c63,1
loader en panne c43,1
collision avion - tapis bagage en b81,1
nombreux cailloux en november,1
quasi-collision entre 2 aeronefs en l13/tl,1
interferences mosquito/radio,1
fuite d'huile hydraulique b91/93,1
mauvais placement de l'avion,1
fuite hydraulique c62,1
fod sur a22.,1
etat du sol defectueux tn2,1
trou dans enrobe,1
incursion de 2 chiens en zr,1
probleme scellement embase de feu de balisage 36l/18r,1
travaux sur a25 sans coordination avec le sna,1
deversement d'huile poste a22 - a23 - a24,1
collision avaire sur la 36l,1
papiers sur le taxiway.,1
graviers sur n34.,1
mauvais pre-positionnement de la passerelle c62,1
materiel genant c62,1
plastique sur c21,1
"gravas laisses dans l'herbe, proche de t5",1
morceaux d'enrobe sur taxiways.,1
indisponibilite de la balayeuse suite travaux,1
collision aviaire avec dommage,1
panne barre d'arret b3,1
panne de mosquito,1
materiel genant en b61,1
choc barre de push avion a23,1
non respect du sens de repoussage b81,1
incursion chien radar trac 2000,1
faussage des donnees des balances d'enregistrement bagages t1 et t3,1
refus de priorite par vehicule en c81/tl,1
graviers sur b14,1
debordement de kerozene c61,1
declenchement intempestive de l'alarme de bord sur crjx en a21,1
probleme technique sur atr en vol lys-puf,1
fod : antenne avion retrouvee sur a7,1
containers deplaces par le vent,1
divers fod sur aire de trafic,1
chute d'un mecano de son escabeau,1
refus de priorite de 2 camions,1
collision avion - vehicule bagage,1
1 chariot bagage sur la voie de circulation novembre,1
materiel genant sur les parking,1
un pare souffle empietant sur la voie de circulation,1
fuite hydraulique de l'ezy en l13,1
fod sur ligne de guidage c43,1
depart en autonome (droit iso a droite) en e11,1
collision aviaire sur la 18l,1
collision b777 - passerelle en c83,1
refus de priorite au roulage,1
capot de papi 36r,1
refus de priorite en td/r2,1
escabeau souffle.,1
container souffle par vent.,1
incident repoussage c82,1
quasi-collision entre 2 aeronefs (tj),1
refus de priorite avion (c43),1
fod sur b12,1
bennes ouverte au satellite t3,1
quasi-collision aviaire,1
eclatement pneu a l'atterrissage + fod,1
bagagiste blesse au pied.,1
escalier passerelle c81,1
refus de priorite avion a33,1
fuite carburant lors du repoussage,1
deplacement intempestif de l'avion en a21,1
sacs poubelle sous avion,1
repoussage non conforme c81,1
repoussage non conforme d37,1
fod sur a3 et a4,1
vl genant sur voie essencier,1
materiel genant c61,1
sacs plastique sur a6 et a7,1
materiels genants b61.,1
materiel genant c82,1
fod sur w4,1
vehicule en panne a24,1
utilisation w4 en lvp,1
vidange toilette l13 j35,1
repoussage non conforme a23,1
fuite gas-oil,1
loader en panne sur poste b83,1
non respect des regles de repoussage l11,1
non respect des regles de repoussage c83,1
graviers sur piste 36r,1
fuite kerozene sur reacteur.,1
escabeau genant l13,1
fuite hydraulique sur push j19,1
repoussage sans feux anti- collision,1
erreur de placement en f9,1
erreur de placement en f3,1
vidande toilette sur postes avions.,1
camion gene le push. refus de priorite,1
materiel genant a24,1
antenne d'avion w4,1
collision animal 36l,1
materiels genants c63,1
charniere porte avion defectueuse,1
collision animal 18l,1
vehicule sur aire de manoeuvre en lvp.,1
procedure push lvp non respectee a29,1
camion passe derriere le repoussage c81,1
procedure push lvp non respectee a21,1
materiel genant c21.,1
incursion piste tunis air 36r,1
une poussette bagage sur la voie de circulation,1
un tapis bagages mal positionne en c41,1
materiel avp mal positionne en e11 (hors zone),1
fod sur ligne de roulage de la jetee,1
fuite d'huile j17,1
barre de repoussage sur place vl,1
manoeuvre cable branche.,1
at7 non autorise.,1
vehicule coupe la route a27. refus de priorite,1
fod en j33,1
feux hs sur r3.,1
deversement de kerozene c63,1
tache de gasoil j37.,1
materiels genants c43,1
3 balises laterales hs,1
materiel genant d45,1
non respect push lvp sur jetee.,1
probleme de balisage tb en lvp,1
probleme de securite au sol,1
probleme de repoussage b61,1
vehicule coupe la route c41. refus de priorite,1
graviers en c21,1
un bagage sur voie de circulation avion tl,1
materiel avp mal range,1
materiel af mal positionne,1
crj 1000 mal positionne en e11,1
container sur taxiway,1
repoussage arrete brutalement,1
incursion passagers sur taxiway.,1
materiel genant b12,1
collision aeronef/avitailleur en a30,1
fuite kerozene a23,1
mauvais sens de repoussage c61,1
clou dans pneu avion,1
joint enleve sur tb,1
cone sur a31.,1
erreur attribution parking.,1
repoussage non conforme en lvp.,1
non respect des regles de repoussage en lvp,1
vehicules a proximite de l'avion. refus de priorite,1
defaut barre d'arret a7,1
fumee sur lampe de balisage,1
prise 400htz hs,1
flechage sslia en panne.,1
trou en formation n3,1
refus de priorite ta,1
materiel genant c43.,1
fuite hydraulique roulette de nez a318,1
fuite de kerozene b91,1
camion coupe la route. refus de priorite,1
sortie aire de trafic a22.,1
trous en formation taxiway tn3,1
trou enrobe e17.,1
fod en d37.,1
fod sur n34,1
bus coupe la route a un avion.,1
bus gene l'entree de ta. refus de priorite,1
non respect de la priorite avion lors du repoussage,1
mauvais positionnement du b772 en c82,1
balisage lateral hs,1
repoussage sans autorisation de c61 a l11,1
fod c63,1
fuite d'huile sur loader.,1
graviers entre e11 et tj,1
effet de souffle dangereux,1
flaque d'huile n21,1
avion mal positionne c42,1
materiels genants c23,1
un agent blesse au dos,1
fod dans pneu avion.,1
fuite hydraulique sur loader b92,1
deversement kerosene sur a31,1
non respect des regles de conduite b71.,1
repoussage trop long sur le twy,1
repoussage non conforme c61.,1
fuite hydraulique b92.,1
push sous paserelle c23,1
probleme train d'atterrissage.,1
materiels genants c81,1
fod en f7,1
souffle essai moteur,1
fod en c23,1
absence panneau d'indication a3.,1
quasi-collision - vehicule coupe la route ta,1
incursion twy par vehicule paf,1
degagement de fumee sur train principal en b71,1
debordement de kerozene e17,1
trappe casque non fermee,1
marquage au sol pas assez visible,1
materiels genants c21,1
materiels genants c63.,1
escabeau gene l'avitaillement,1
poussettes genent l'avitailleur.,1
materiels genants c41,1
avion mal positionne a22,1
fod sur romeo 1,1
tracteur gene repoussage avion,1
fuite d'huile sur loader,1
repoussage non conforme a22,1
choc tracma mur.,1
accident du travail h-reinier,1
materiel genant cie avia,1
vehicules genent circulation taxiways.,1
accident personnel dans la passerelle c63,1
qrf suite probleme de pressurisation,1
qrf suite feu moteur en 36r,1
refus de priorite avion en c61,1
collision aviaire sur la 36r,1
mauvais positionnement passerelle sur b772,1
souffle reacteur sur agent lors du depart en e15,1
incursion piste 18l par vehicule sppa,1
accident du travail en c81,1
enrobe deforme en a26,1
portes palettes genants c63,1
palettes en bois sur c21,1
trou sur enrobe c63.,1
vehicules dans perimetre incendie pendant l'avitaillement.,1
fod sur d45,1
debut de feu dans une voiture,1
fod sur tb - freins avion,1
vehicule coupe la route d11- travaux t3,1
fod sur 36l - debris de pneus avions,1
materiel genant b18,1
choc poussette passerelle b73.,1
2 feux lateraux hs,1
fod en c63,1
choc passerelle tracteur,1
souffle de reacteur b18,1
charlatte coupe la route c21,1
fuite de gas-oil a24,1
materiel genant d45.,1
fod sur aire delta,1
chariot bagages sur ligne de guidage,1
debris de verre b4,1
declenchement toboggan b83,1
fuite hydraulique c43.,1
container tombe du loader c82.,1
coliision aviaire 36l,1
cobus coupe la route d45.,1
vehicule coupe la routetl.,1
probleme repoussage satujo.,1
fuite hydraulique j17,1
vehicule coupe la route c41,1
fod sur pneu,1
repoussage non conforme c63,1
souffle reacteur b18,1
ecrou de roue sur t6,1
fumee sur prise 400 hz b81,1
debris de beton k31,1
flaque d'huile sur a31,1
tache d'huile e13,1
tache d'huile c43,1
fuite huile en b81,1
non respect des procedures de repoussage.,1
incursion piste flyco 36l,1
camion gene l'arrivee de l'avion,1
materiel genant d43,1
chos camion galys et tapis bagage.,1
fod en k31,1
fod cailloux sur tl,1
tracma gene le repoussage,1
chute passagere en l11 suite defaut eclairage,1
bus ne respecte pas la priorite aux vehicules de secours,1
trou dans satujo c21.,1
choc gpu - avitailleur,1
fod au niveau de l'aire delta,1
gravillons entre a7 et mike,1
materiel genant m11,1
a388 en a7,1
2 rdg suite probleme 18l,1
fod- cailloux sur ts,1
dysfonctionnement groupe electrogene,1
collision animale36l,1
fod bouchon sur t5,1
fod gravier sur a7,1
non respect des regles de repoussage,1
fod sur ligne de guidage c62.,1
refus de priorite avion par un bus,1
coupure alimentation twr,1
fod en n41.,1
materiel genant en d11,1
graviers sur november,1
quasi-collision b777 3 avec la passerelle c43,1
fod : piece metallique sur 18r,1
fod sur parking mike,1
tache d'huile sur 36l,1
fod sur parking kilo,1
tache de liquide j17,1
materiel genant e13,1
refus de priorite avion par un camion adl,1
aeronef mal positionne,1
fod sur aire de trafic (piece avion),1
incursion piste 36l par vl,1
pneu eclate atterrissage 36r,1
materiels mal positionnes,1
collision animale sur piste 18r,1
quasi-collision b744 avec a321 en d43,1
accrochage passerelle c61,1
recherche debris pneu,1
micro pannes sur taxiway a7,1
refus de priorite par camion,1
personnels fument sur l'aire de trafic,1
autorisation remontee piste/avion autorise atterrissage,1
balise cassee b3,1
confusion repoussage c61,1
refus de priorite par camion catering,1
incident glissiere de securite,1
fod sur b7,1
cloture du chantier t3 soufflee,1
refus de priorite par vl paf,1
personne blessee par avion b71,1
poussette dans vitre a28,1
casque retrouve sur piste 36l,1
gravillons sur tj,1
palettes bois sur parking avion,1
fod en charlie.,1
porte palettes genants en c43,1
1 chariot bagage au milieu du parking avion,1
materiel sur voie de circulation echo,1
feux balisage 18l hs,1
vehicules sans feux en lvp,1
un gpu au milieu du parking g,1
2 escabeaux sur voie de circulation en echo,1
vehicule a proximite de l'avion,1
fod d42,1
refus de priorite par vl sslia,1
signalement oiseau par pilote sur 18l,1
materiel genant d42.,1
3 feux axiaux taxiway hs,1
3 balises axiales 36r hs,1
avion recul en poste,1
mareriel genant e13,1
repoussage en lvp sur ligne bleue,1
vidange toilette en m11,1
mats d'eclairage hs,1
etat d'alerte 36l,1
f.o.d sur m11,1
materiel sous passerelle c63,1
fuite d'huile a330 en a4,1
fod (tournevis) sur j17,1
materiel sur zep en c21,1
fod a30,1
panne barre d'arret a7,1
incursion pieton taxiway,1
fod au niveau de l13,1
plainte roulage / repoussage,1
materiel mal positionne sur tl,1
materiel de chantier trop pres de tl.,1
tractage non conforme.,1
1 balise lateral hs,1
2 feux laterales hs,1
plainte corsair travaux tl,1
balise n°7 hs piste 18l,1
balises casses sur la piste 18r,1
stationnement genant airliner,1
pax fait une chute,1
fod d24,1
aeronef roule sur du balisage lumineux sur t6 ferme,1
balisage laterale insuffisant,1
debordement kerozene d42.,1
repoussages non conrformes,1
vehicule injoignable en contact radio.,1
incursion piste 36l par ev14,1
etat d'alerte sur le setif fuite hydraulique,1
tractage sans contact radio,1
flyco sans contact radio,1
accident bagagiste.,1
qrp vol ezy 4353,1
collision annimal un lievre,1
incident repoussage b61,1
barrieres chantier soufflees.,1
pieton sur aire alpha,1
procedure de repoussage lvp,1
collision tracma et vl,1
accident de circulation d22,1
incident un camion servair coupe la route a un avion sur td,1
incursion piste 18r,1
collision aviaire36r,1
collision animale 36l.,1
rechercjhe d'oiseaux 36r,1
toboggan declenche.,1
probleme balisage b3,1
collision aviaire faucon crecerelle,1
fuite hydraulique f7,1
fuite hydraulique a36,1
collision aviaire sur piste 18l,1
collision aviaire sur la piste 36r,1
probleme a l'atterrissage 36l,1
fuite hydrlique a l'atterrissage a320 af,1
boittier electrique au sol 36l,1
deverssement kerozene b91,1
repousseur ne suit pas l'instruction atc,1
porte embarquement en a21 est reste ouverte,1
deverssement de kerozene a21,1
choc avion (corsair) / loader avp,1
materiels genant en c62,1
telephone et cigarette pendant l'avitaillement,1
fuite carburant c61,1
recherche d'oiseau.,1
camion coupe la route.,1
flechage et 121.90 non secourus au sslia,1
telelphone pendant l'avitaillement,1
debordement kerozene b93,1
fod 36 l,1
recherche d'oiseau 18r,1
telephone pendant l'avitaillement.,1
recherche fod 18r,1
poussieres/ chantiers,1
gravillons c23,1
qrp vol stz621fue,1
2 balises axiales hs.,1
essencier gene l'arrivee au poste,1
recherche d'oiseaux 36l,1
collision aviaire sur 36l et 36r,1
collision sur 36r,1
collision sur 36l,1
souffle reacteur cr9 iberia,1
antenne retrouvee sur 18r,1
trappe metallique retrouvee sur 18l,1
debordement kerozene c63,1
incomprehension cdt/ espace vert,1
fuite hydraulique b91,1
panne roulette de nez.,1
graviers sur a31,1
pax au t'elephone pendant l'avitaillement,1
